wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,color_high,color_low,wing_rel,color_rel,tail_rel,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
T,B,S,T_B_S.png,training,2,12,7,high,tail,color,wing,S,C,B,Y,I2,H2,H1,T,N,350,7_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png","medium,medium,low,high,medium,medium,high,low"
T,B,C,T_B_C.png,training,2,13,7,medium,tail,color,wing,S,C,B,Y,I2,H2,L1,T,N,350,7_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png","medium,medium,low,high,medium,medium,high,low"
T,Y,C,T_Y_C.png,training,2,14,3,low,tail,color,wing,S,C,B,Y,I2,L2,L1,T,N,350,3_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png","medium,medium,low,high,medium,medium,high,low"
N,Y,C,N_Y_C.png,training,2,15,5,low,tail,color,wing,S,C,B,Y,I1,L2,L1,T,N,350,5_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png","medium,medium,low,high,medium,medium,high,low"
T,Y,S,T_Y_S.png,training,2,16,4,medium,tail,color,wing,S,C,B,Y,I2,L2,H1,T,N,350,4_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png","medium,medium,low,high,medium,medium,high,low"
N,B,S,N_B_S.png,training,3,17,8,high,tail,color,wing,S,C,B,Y,I1,H2,H1,T,N,350,8_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png","medium,medium,low,high,medium,medium,high,low"
T,Y,C,T_Y_C.png,training,3,18,4,low,tail,color,wing,S,C,B,Y,I2,L2,L1,T,N,350,4_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png","medium,medium,low,high,medium,medium,high,low"
T,Y,S,T_Y_S.png,training,3,19,7,medium,tail,color,wing,S,C,B,Y,I2,L2,H1,T,N,350,7_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png","medium,medium,low,high,medium,medium,high,low"
T,B,C,T_B_C.png,training,3,20,5,medium,tail,color,wing,S,C,B,Y,I2,H2,L1,T,N,350,5_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png","medium,medium,low,high,medium,medium,high,low"
N,Y,C,N_Y_C.png,training,3,21,2,low,tail,color,wing,S,C,B,Y,I1,L2,L1,T,N,350,2_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png","medium,medium,low,high,medium,medium,high,low"
T,B,S,T_B_S.png,training,3,22,10,high,tail,color,wing,S,C,B,Y,I2,H2,H1,T,N,350,10_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png","medium,medium,low,high,medium,medium,high,low"
N,Y,S,N_Y_S.png,training,3,23,4,medium,tail,color,wing,S,C,B,Y,I1,L2,H1,T,N,350,4_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png","medium,medium,low,high,medium,medium,high,low"
N,B,C,N_B_C.png,training,3,24,4,medium,tail,color,wing,S,C,B,Y,I1,H2,L1,T,N,350,4_food.png,"Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png","medium,medium,low,high,medium,medium,high,low"
