wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,wing_high,wing_low,color_high,color_low,wing_rel,color_rel,tail_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
T,B,C,T_B_C.png,training,2,11,1,low,wing,color,tail,N,T,Y,B,L1,L2,I1,S,C,247,1_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,low,medium,high,low,high,medium,medium"
T,Y,C,T_Y_C.png,training,2,12,5,medium,wing,color,tail,N,T,Y,B,L1,H2,I1,S,C,247,5_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,low,medium,high,low,high,medium,medium"
N,Y,S,N_Y_S.png,training,2,13,9,high,wing,color,tail,N,T,Y,B,H1,H2,I2,S,C,247,9_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,low,medium,high,low,high,medium,medium"
N,Y,C,N_Y_C.png,training,2,14,9,high,wing,color,tail,N,T,Y,B,H1,H2,I1,S,C,247,9_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,low,medium,high,low,high,medium,medium"
N,B,C,N_B_C.png,training,2,15,3,medium,wing,color,tail,N,T,Y,B,H1,L2,I1,S,C,247,3_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,low,medium,high,low,high,medium,medium"
N,B,S,N_B_S.png,training,2,16,4,medium,wing,color,tail,N,T,Y,B,H1,L2,I2,S,C,247,4_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,low,medium,high,low,high,medium,medium"
T,B,S,T_B_S.png,training,3,17,3,low,wing,color,tail,N,T,Y,B,L1,L2,I2,S,C,247,3_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,low,medium,high,low,high,medium,medium"
T,Y,S,T_Y_S.png,training,3,18,2,medium,wing,color,tail,N,T,Y,B,L1,H2,I2,S,C,247,2_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,low,medium,high,low,high,medium,medium"
N,Y,C,N_Y_C.png,training,3,19,8,high,wing,color,tail,N,T,Y,B,H1,H2,I1,S,C,247,8_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,low,medium,high,low,high,medium,medium"
T,Y,C,T_Y_C.png,training,3,20,4,medium,wing,color,tail,N,T,Y,B,L1,H2,I1,S,C,247,4_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,low,medium,high,low,high,medium,medium"
T,B,C,T_B_C.png,training,3,21,1,low,wing,color,tail,N,T,Y,B,L1,L2,I1,S,C,247,1_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,low,medium,high,low,high,medium,medium"
N,Y,S,N_Y_S.png,training,3,22,8,high,wing,color,tail,N,T,Y,B,H1,H2,I2,S,C,247,8_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,low,medium,high,low,high,medium,medium"
N,B,C,N_B_C.png,training,3,23,4,medium,wing,color,tail,N,T,Y,B,H1,L2,I1,S,C,247,4_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,low,medium,high,low,high,medium,medium"
N,B,S,N_B_S.png,training,3,24,8,medium,wing,color,tail,N,T,Y,B,H1,L2,I2,S,C,247,8_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,low,medium,high,low,high,medium,medium"
