wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,color_high,color_low,wing_rel,color_rel,tail_rel,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
N,Y,C,N_Y_C.png,training,2,11,5,low,tail,color,wing,S,C,B,Y,I1,L2,L1,N,T,278,5_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_B_C.png","medium,medium,low,low,high,medium,high,medium"
T,B,C,T_B_C.png,training,2,12,5,medium,tail,color,wing,S,C,B,Y,I2,H2,L1,N,T,278,5_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_B_C.png","medium,medium,low,low,high,medium,high,medium"
N,Y,S,N_Y_S.png,training,2,13,3,medium,tail,color,wing,S,C,B,Y,I1,L2,H1,N,T,278,3_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_B_C.png","medium,medium,low,low,high,medium,high,medium"
T,Y,C,T_Y_C.png,training,2,14,2,low,tail,color,wing,S,C,B,Y,I2,L2,L1,N,T,278,2_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_B_C.png","medium,medium,low,low,high,medium,high,medium"
T,Y,S,T_Y_S.png,training,2,15,6,medium,tail,color,wing,S,C,B,Y,I2,L2,H1,N,T,278,6_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_B_C.png","medium,medium,low,low,high,medium,high,medium"
T,B,S,T_B_S.png,training,2,16,10,high,tail,color,wing,S,C,B,Y,I2,H2,H1,N,T,278,10_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_B_C.png","medium,medium,low,low,high,medium,high,medium"
T,Y,C,T_Y_C.png,training,3,17,2,low,tail,color,wing,S,C,B,Y,I2,L2,L1,N,T,278,2_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_B_C.png","medium,medium,low,low,high,medium,high,medium"
N,B,C,N_B_C.png,training,3,18,6,medium,tail,color,wing,S,C,B,Y,I1,H2,L1,N,T,278,6_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_B_C.png","medium,medium,low,low,high,medium,high,medium"
N,Y,S,N_Y_S.png,training,3,19,5,medium,tail,color,wing,S,C,B,Y,I1,L2,H1,N,T,278,5_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_B_C.png","medium,medium,low,low,high,medium,high,medium"
T,Y,S,T_Y_S.png,training,3,20,4,medium,tail,color,wing,S,C,B,Y,I2,L2,H1,N,T,278,4_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_B_C.png","medium,medium,low,low,high,medium,high,medium"
N,Y,C,N_Y_C.png,training,3,21,8,low,tail,color,wing,S,C,B,Y,I1,L2,L1,N,T,278,8_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_B_C.png","medium,medium,low,low,high,medium,high,medium"
N,B,S,N_B_S.png,training,3,22,6,high,tail,color,wing,S,C,B,Y,I1,H2,H1,N,T,278,6_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_B_C.png","medium,medium,low,low,high,medium,high,medium"
T,B,S,T_B_S.png,training,3,23,9,high,tail,color,wing,S,C,B,Y,I2,H2,H1,N,T,278,9_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_B_C.png","medium,medium,low,low,high,medium,high,medium"
T,B,C,T_B_C.png,training,3,24,5,medium,tail,color,wing,S,C,B,Y,I2,H2,L1,N,T,278,5_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_B_C.png","medium,medium,low,low,high,medium,high,medium"
